Date,AAPL,MSFT,NVDA,AMZN,GOOGL,META,JPM,V,UNH,HD,MA,PG,COST,AVGO,LLY,XOM,MRK,ABBV,PEP,KO,BAC,WMT,CRM,ADBE,NFLX,AMD,CSCO,TMO,ACN,MCD,ABT,LIN,ORCL,INTC,QCOM,TXN,NEE,AMGN,HON,IBM,CAT,GE,BA,GS,SPGI,BLK,NOW,ISRG,BKNG,LOW
2021-01-18,160.658484,41.275996,346.937383,224.436628,147.785417,405.425176,201.502848,350.069978,62.671572,344.393739,310.759137,447.73811,426.785244,389.447163,162.266586,388.118451,115.062851,334.737919,74.540196,266.64328,416.435719,255.945705,47.127464,307.872582,384.140626,368.264943,256.376328,233.482804,126.972834,201.005948,219.479754,102.089551,63.62839,318.248782,128.138154,457.424908,469.295826,222.226841,199.126034,305.376411,219.632624,366.113888,89.702701,113.129205,349.080082,380.998874,266.0965,94.2876,50.126856,294.366458
2021-01-19,157.737072,40.302383,345.571812,219.869564,146.350217,400.28131,200.951194,348.172705,60.727101,340.534201,306.411277,447.059617,425.747378,392.50143,159.776622,378.896708,113.536827,333.646036,72.664805,272.228935,407.584842,253.549802,47.324427,301.476928,381.874341,369.620469,251.768068,229.237587,126.312029,200.100836,217.878875,101.329775,62.971915,306.44195,127.332305,460.967784,465.358095,221.581469,196.573874,302.46866,217.262099,366.415111,87.76832,111.58416,349.412312,378.88196,259.10863,91.565902,48.967376,287.296755
2021-01-20,160.413704,39.411826,345.105709,218.278404,146.395753,393.151235,203.32776,351.902099,62.087215,341.581088,302.369046,438.719963,424.629378,395.38016,162.726654,379.8437,113.623111,339.517067,73.966211,273.470767,406.213518,253.140048,48.542947,301.43732,383.048782,369.171945,250.406258,230.573089,128.732833,201.772967,219.205063,101.406806,64.207464,305.480215,127.981387,461.443302,471.116982,220.475632,198.892288,303.596669,219.107659,376.39282,87.663266,112.410039,355.173002,379.068341,267.172337,92.822759,50.421933,285.104166
2021-01-21,163.903807,40.216065,353.560497,226.567329,150.675058,404.27008,205.960581,358.747104,64.728283,338.291168,310.787283,446.627998,433.965894,399.528206,165.125849,398.6707,115.968778,348.502328,75.227462,282.827466,416.585895,259.183189,49.562201,307.372724,390.212251,363.321442,256.110908,236.410629,131.482523,206.22087,226.522522,103.50977,65.471452,307.359126,129.349878,471.654471,483.838866,224.805391,201.60106,309.71874,220.453838,377.853998,90.362077,112.550194,363.870794,390.746103,280.497954,96.741603,51.739735,289.502669
2021-01-22,162.311471,39.659982,358.05487,224.544185,147.745088,409.638946,204.152198,369.391759,63.846674,336.098104,308.84844,442.569721,429.794875,399.096359,166.796182,401.302584,116.063939,354.672014,74.195927,283.745357,415.455141,259.134755,49.284068,301.363284,386.842106,366.856394,247.462489,235.378245,131.216432,203.324909,226.766828,102.908365,65.270581,311.44306,129.818694,471.921987,485.951327,223.028261,199.01871,312.523205,216.24292,365.408652,90.632794,114.203201,360.789679,387.55942,272.590854,96.380387,50.529118,295.609362
2021-01-25,161.331707,39.659897,373.654,228.636952,148.780973,407.582994,208.879862,374.058817,64.557006,337.505884,316.489489,449.272688,431.113839,394.704487,170.051954,413.102295,118.395772,361.145217,75.249574,285.611859,423.825773,262.019402,49.202806,300.878937,392.289656,362.379387,250.082571,238.349049,132.920135,207.24708,227.46584,105.688508,65.611065,315.800986,131.502225,480.978747,482.354291,227.143575,200.533451,318.300586,223.361087,369.459456,90.431313,114.783763,363.78644,390.294331,279.032048,98.895566,50.998285,305.660653
2021-01-26,158.510802,38.775146,367.248935,231.237811,147.291138,390.328001,207.713079,365.143044,62.635624,335.258697,311.761477,442.785469,431.139728,388.770429,168.328102,407.685886,118.575146,358.291387,75.349333,285.6054,420.486421,259.664942,48.583718,295.535631,392.207507,358.569827,244.055754,238.646795,131.817249,201.532819,227.190638,105.95032,65.015766,307.82835,130.061808,474.3188,471.926715,223.560909,199.457473,317.74626,222.616555,366.492398,92.114566,112.491205,363.569519,385.476341,277.478679,99.79363,50.41858,313.969065
2021-01-27,159.934719,39.043812,366.706286,228.379331,149.216185,386.762125,211.125108,361.333944,62.771275,332.767635,314.622965,435.786685,437.650375,385.169758,165.270419,417.716226,121.081952,360.58746,74.927668,289.297111,407.539829,259.305167,48.601575,298.348543,394.154488,357.65821,245.288558,239.547286,131.353261,198.612644,232.671599,105.887582,65.600711,316.588072,129.467406,475.041788,477.777818,224.119469,201.857292,317.276613,224.057717,366.748612,91.048555,115.645346,362.49309,388.901818,274.423885,99.407438,50.218573,315.649439
2021-01-28,162.552874,38.906813,371.677907,235.171451,149.452058,390.394154,216.314185,373.554159,65.144632,336.484592,313.157404,441.62599,444.653349,390.542474,165.241727,424.956202,124.994632,367.695095,76.437804,292.436841,409.680299,263.7333,49.041373,308.018905,401.472038,353.667303,248.056933,243.686209,135.870991,199.336087,238.424634,106.177333,67.191467,324.759264,129.948917,487.406915,485.905136,231.150444,203.395658,320.699056,230.436716,376.11119,92.080722,116.092289,364.670842,399.717845,281.138954,102.025455,51.811561,317.415485
2021-01-29,164.535561,39.598618,382.546014,239.64822,152.691847,399.416315,219.166491,381.366794,65.296513,344.833085,316.943645,448.129871,450.641301,394.18488,168.165138,436.580427,129.803716,370.143951,78.236341,296.295549,401.554921,271.37945,50.524714,312.730848,400.334148,345.33513,243.019936,243.928929,135.516283,202.906764,240.510028,104.755129,67.497436,336.924325,131.231329,490.533146,490.966015,236.696376,208.474085,325.832259,234.721246,381.842044,93.952077,116.636257,370.901267,407.506077,277.569828,101.644169,52.957541,315.914912
2021-02-01,166.372789,39.598513,385.894465,243.837744,156.157412,395.110012,221.330728,380.007073,65.204474,347.476947,322.728216,453.386728,460.917545,399.152983,169.458099,441.844992,128.349316,377.506495,79.977034,297.233398,405.929225,274.26901,50.142788,317.592052,410.853202,357.325347,242.94449,248.898019,136.267534,203.465846,241.986288,107.277604,69.031763,339.357213,132.591423,505.654019,506.454151,242.487109,213.690042,328.009977,237.94639,391.35149,97.903539,116.746014,376.930654,413.644103,280.451375,105.026266,53.876894,328.494549
2021-02-02,166.567622,38.329887,383.234007,240.034272,155.818025,398.808332,220.081226,382.007781,64.528802,340.810126,322.392443,450.754843,455.851732,402.543616,168.359776,444.103952,129.682602,377.673233,78.630903,301.616034,405.375648,276.223458,50.600545,318.569216,405.220291,360.282729,250.919977,249.855366,137.162188,209.97659,242.281811,104.628869,68.080757,343.096098,131.716567,508.212628,512.649848,237.077782,214.816435,324.481556,237.231552,390.610446,94.844524,116.153034,371.981412,413.189894,275.04786,105.027474,53.94054,322.387849
2021-02-03,165.538519,37.962389,376.920757,240.859141,153.652468,402.424455,217.863015,384.700376,62.956439,336.062401,316.618534,455.016359,450.324508,402.181198,168.032013,427.099278,127.294061,373.168876,77.900764,301.043488,394.045656,279.288219,50.290163,312.547829,405.596085,350.070735,254.174591,247.170501,135.365245,206.234467,245.642981,103.38918,67.232823,348.049613,131.850506,509.289947,501.468133,238.434517,209.929679,322.679568,239.297637,395.771467,92.936554,113.97367,372.947435,413.317037,273.687679,103.693617,52.97735,330.242334
2021-02-04,167.059481,37.115711,377.174928,237.065561,155.128018,403.691616,220.92992,376.701981,62.956173,334.753799,318.414566,456.619932,447.533938,402.623477,169.897766,429.621213,122.162669,374.757452,78.444154,301.943519,387.648771,279.100317,50.571886,305.183682,407.967935,348.657268,259.975887,246.407342,135.801968,205.917066,247.660576,104.855922,66.474733,351.520401,134.058166,512.450805,501.498493,238.388107,212.752717,322.908204,240.627882,401.619239,93.325917,112.741438,372.339757,416.097311,272.045331,103.856605,53.358623,329.794154
2021-02-05,165.817334,35.646707,374.413105,242.705254,156.8404,391.442695,215.915877,362.997856,63.551264,335.326386,318.370022,451.871926,443.802378,401.846247,167.158022,431.477263,124.176417,372.552519,77.46126,301.841475,375.953429,279.892772,50.127116,299.95001,402.020227,345.209952,256.173237,244.427457,134.481105,207.869393,247.727554,103.824009,66.018398,349.824289,133.662071,511.217127,493.610123,239.73969,210.812563,321.163743,239.907541,395.956869,92.304161,113.059597,370.228658,416.517188,269.716944,105.38772,51.899515,322.737708
2021-02-08,166.182264,35.336999,367.093096,245.493985,156.595011,394.101826,219.146122,369.533221,65.162958,336.289588,321.171037,460.551292,445.273469,403.598811,167.377114,442.467878,123.644757,375.609773,78.69254,304.844859,376.21375,280.185562,50.568511,307.198268,404.913997,350.865183,257.093972,249.462603,136.385016,205.865428,249.423726,104.824202,66.318334,343.599926,134.798782,521.211303,498.772256,243.554881,211.358374,326.53688,238.547296,392.571394,91.490268,112.556973,375.67131,420.750372,267.325765,109.411276,51.641723,313.586219
2021-02-09,167.012742,35.465123,366.106892,253.51074,157.90453,386.948732,219.009155,369.240849,66.127329,337.568273,323.888097,463.078149,444.247398,403.465145,166.18011,449.728761,123.622087,377.567112,78.874779,313.309005,375.721919,282.195172,50.030347,305.649297,408.672249,348.241251,259.544962,249.364326,138.344887,202.929096,256.252384,104.238025,66.497754,346.375688,135.47276,521.011384,505.141821,244.41282,207.913144,329.658512,244.505151,396.376248,91.340391,111.892584,371.15263,422.698118,256.811119,108.597848,52.199897,328.997406
2021-02-10,165.253311,34.339448,366.532435,249.797396,158.288084,381.840598,217.724633,363.483412,64.460689,336.022953,320.41686,453.167366,434.951633,398.421923,162.390202,449.75465,121.615518,375.048965,77.903723,308.561539,372.897607,282.670961,49.81542,304.058073,402.386542,348.260794,258.180192,247.153992,137.435348,195.965943,251.170577,102.379912,65.599949,346.246953,133.512449,511.253012,486.464579,240.872993,206.855245,327.724657,244.657266,396.556271,88.628479,112.615755,370.382872,416.542334,258.593581,106.487392,50.737211,322.618793
2021-02-11,165.619443,35.26795,369.224516,252.24865,157.95657,391.909892,220.027108,367.506951,66.558824,337.097656,324.071942,458.423958,430.855874,398.902332,163.025253,442.562253,124.823219,377.099463,77.686973,307.440447,376.716363,291.254356,50.176855,307.430874,407.22436,358.316259,257.211475,247.81157,139.187945,201.901856,257.594638,104.003058,66.767405,361.694044,134.839616,520.280043,494.627222,245.504308,210.662373,329.948645,248.120987,401.786771,88.230476,111.475899,375.08455,421.404679,253.939805,108.178513,51.712706,325.420875
2021-02-12,169.505732,35.405855,378.38374,261.315348,160.939447,403.513808,221.927986,368.2692,67.257626,336.717074,328.960802,463.926417,433.029567,400.779079,163.783523,446.115547,125.638905,376.347094,78.516262,308.416761,371.752069,293.411467,50.644118,301.835759,402.124759,360.74308,257.986147,248.896105,141.186171,206.703594,259.216458,103.467327,66.50552,369.641288,135.993234,517.945579,514.024297,246.900288,211.865762,329.546301,250.502954,404.312299,88.416204,113.351858,377.509565,427.810191,251.753086,109.21317,52.135553,332.425305
2021-02-15,172.123458,34.704276,381.011528,260.903906,162.806912,410.934447,227.687389,367.020937,67.865992,337.28263,329.930941,467.438385,433.96488,400.955211,167.264496,448.140511,124.977743,377.095368,80.103341,316.322667,367.605367,293.765387,50.976008,305.375387,399.691517,366.151723,258.286204,249.255684,140.666893,210.572554,264.357555,100.940732,66.797567,361.651725,137.886238,522.896027,523.70363,250.385918,215.58807,329.744036,247.46598,409.03038,86.786351,114.018268,378.172862,425.515561,256.790989,106.680227,52.028947,333.609559
2021-02-16,163.896464,32.71258,382.291111,253.566986,160.289679,402.383038,223.908717,354.815888,66.457999,328.052237,323.443069,457.665751,426.969047,389.500444,162.428103,447.263404,124.889947,371.5825,77.930556,316.664251,352.023236,289.255047,49.557192,304.921021,390.900559,355.962502,251.560071,246.048842,139.165605,209.590605,253.064803,100.127746,64.402197,357.515149,136.026182,506.668819,517.402681,242.868341,210.594525,324.019871,240.498776,403.777131,86.39551,111.442283,372.221664,417.837484,252.26147,106.464852,50.763163,332.462416
2021-02-17,165.266736,33.419253,378.223532,246.344981,160.249408,401.465726,224.296264,342.346987,66.882037,328.225073,322.091347,457.493834,425.677009,383.286559,160.812457,451.004953,124.131493,372.292217,77.0649,314.170982,349.305428,288.503137,48.598653,312.004827,391.054847,345.057246,252.81905,244.60572,136.213777,212.000758,252.680627,100.017993,63.753979,347.595264,135.027631,500.368111,518.391691,240.353916,209.564851,323.492311,239.004277,387.796712,85.733659,110.431776,373.916751,409.974795,243.584282,104.783833,49.858996,328.484197
2021-02-18,165.820489,32.437899,380.902847,242.819785,159.446251,389.800396,222.093704,338.09803,65.622047,324.028663,314.12626,454.841889,422.66809,380.000075,157.728007,448.63027,124.174418,366.302977,75.798392,309.313186,345.406041,288.593202,48.207984,297.840489,389.974205,334.026567,247.518342,241.427346,134.853082,208.096655,256.226006,98.887958,62.994091,354.212029,132.576979,489.136033,507.80387,234.518573,208.61838,315.423598,235.198395,384.514649,85.490456,109.079913,365.619213,403.294348,238.731572,100.506806,49.944059,326.836336
2021-02-19,167.044755,33.624199,382.470589,244.691743,160.010999,399.569462,226.63248,346.615569,67.076641,330.3572,317.1528,460.478534,428.98431,385.799383,159.961842,463.968456,124.172938,371.723823,76.938035,308.349112,344.949104,292.594373,48.956387,298.830244,393.111549,346.998964,250.823338,242.842856,135.555876,216.190882,259.861368,102.896934,64.005838,360.323408,134.607893,494.038447,517.576063,233.797815,212.57229,321.137596,235.64495,385.025927,87.319552,111.844757,369.382397,409.521387,242.029369,104.160918,49.769382,324.309195
2021-02-22,170.206499,32.533945,392.547365,249.579136,161.795414,399.385071,229.713039,354.295724,67.442016,327.280251,313.892388,464.401869,436.449285,389.9021,160.114858,468.395981,125.741369,375.834299,76.56318,313.426216,342.708065,295.686005,49.345419,311.607158,401.025013,351.364283,247.061615,247.34702,138.08815,217.825853,263.12935,107.08727,64.448173,364.832244,136.909293,500.842071,529.982682,235.983815,214.676111,327.850257,240.691272,380.453106,89.235015,112.364304,373.780548,414.421451,242.798249,108.975548,49.406398,318.103113
2021-02-23,170.426888,32.71198,395.33633,252.893507,160.76581,395.86446,233.432884,358.970334,67.733454,331.662177,313.675899,460.204695,439.270268,389.735138,156.863216,466.065602,125.453093,378.743517,77.633357,317.974163,350.456404,298.924665,48.759078,312.507171,399.288286,349.179511,247.456109,250.114787,137.971768,215.966641,259.894266,108.902634,64.606505,354.784882,139.154066,499.338759,532.459204,233.993323,213.520121,324.749189,240.943476,380.470126,90.690128,114.301491,375.295651,415.04318,244.592873,109.626445,49.212144,321.10012
2021-02-24,170.739055,31.761786,403.289972,247.010143,162.016614,406.898502,235.926011,356.601326,69.315695,331.227827,315.336666,463.369939,446.550301,394.158167,158.01818,467.484879,122.521883,382.835747,78.151052,317.17641,351.349172,299.443676,49.348502,310.291277,396.973002,357.332033,254.800673,250.553079,137.618957,218.150206,266.541401,112.993729,63.92851,349.897535,141.466246,501.853311,513.241457,233.920795,216.698468,328.997949,239.099359,390.089794,90.674618,116.499211,379.536328,423.297921,250.164807,111.036612,49.538407,313.631103
2021-02-25,167.853758,31.857202,407.787502,251.006873,160.767352,408.711786,232.546544,352.682314,68.766422,326.353648,319.689002,463.668472,444.113516,392.699906,159.363989,460.761698,123.076044,378.47432,77.170876,317.409978,350.933342,297.234382,48.794889,309.603644,394.224693,360.33521,253.82796,251.450652,135.572355,212.448657,263.60309,115.691691,63.605267,351.771639,142.164655,493.12096,510.337937,229.572002,216.519014,331.794142,237.705617,384.499568,91.633767,117.912304,380.714415,424.990675,248.468742,112.318833,48.919277,311.688102
2021-02-26,166.867832,32.206113,405.017533,248.96667,159.912667,396.366026,231.870543,354.940129,69.996789,332.452768,319.769105,466.083286,444.65378,390.250073,158.545785,460.494134,123.797198,380.267832,77.312437,313.018315,345.619912,297.513013,48.106431,308.329004,396.390738,360.061346,244.700074,248.667336,136.884212,211.523619,265.163066,115.251356,63.616188,353.524457,140.264099,493.212043,518.686999,229.329518,215.719027,330.85122,238.472356,384.743581,90.931935,115.618237,378.388697,425.686975,248.221894,110.919339,49.098409,314.323605
2021-03-01,175.000221,33.431755,406.135005,252.890269,167.034245,410.953148,236.582875,360.484792,71.511118,345.223964,332.888002,472.202894,451.001787,395.913701,161.636209,470.148696,125.984457,392.240099,79.515716,322.744334,345.164078,301.097501,47.89351,316.016676,404.738181,369.014224,243.234579,252.127469,137.931875,214.475362,269.40678,117.914779,65.256357,364.818663,144.917472,502.450396,534.22675,234.054027,221.657788,335.91376,238.671813,386.139904,92.04231,117.040646,383.79687,432.199173,251.810472,113.849435,50.448275,308.786938
2021-03-02,171.831389,34.017876,410.711108,252.683131,165.399715,407.486899,233.229236,353.14976,69.736837,347.44743,328.055569,470.507531,442.997336,395.63948,158.927448,461.945714,125.550591,389.276491,77.986412,324.143428,339.282656,298.608303,46.360756,310.825368,399.687141,360.893238,241.289093,249.520402,135.44222,217.252683,270.18973,114.272005,64.447262,367.235481,142.801277,497.462465,524.519933,229.316624,217.387416,332.729422,234.964552,392.140704,91.944714,115.383585,380.153212,425.698897,250.148381,108.413336,49.420629,299.79518
2021-03-03,172.187272,33.778191,406.627059,246.641311,162.542852,413.099641,228.878985,337.057856,68.228567,345.221646,322.902017,455.126046,436.950995,389.504295,159.084975,442.126029,125.059708,383.005697,76.618251,314.488999,333.041836,294.595424,45.49448,302.815591,392.659716,360.369405,237.435295,246.178093,134.193104,209.461219,259.657468,110.110156,62.776407,361.729663,139.032507,489.112937,510.288501,224.593928,209.058414,323.891333,230.605012,385.330686,93.269741,114.700456,376.311621,412.179354,246.56523,108.188327,48.812231,294.58298
2021-03-04,173.507908,33.475409,400.980884,253.20738,162.421621,412.928979,228.483231,341.534982,66.747904,340.520514,322.211124,446.107,437.502116,387.482988,157.238924,438.564322,123.631024,376.988799,76.086093,313.87488,329.626731,292.29141,45.855191,301.139335,388.032639,355.658458,230.727552,243.088408,133.855549,201.358514,257.942095,107.228666,62.835571,357.13863,137.20789,485.578707,506.830236,224.329521,206.857941,323.903323,229.002921,385.83422,94.261958,113.139789,372.189617,404.19076,247.320313,105.2939,47.60476,286.536651
2021-03-05,172.636443,33.727595,399.543983,256.973879,159.73814,413.18527,226.298789,335.859011,65.487096,338.956921,318.176265,440.637731,436.111033,385.8187,157.020505,428.115067,125.01823,372.282968,75.225519,311.967611,328.034441,290.535107,45.918647,300.551616,385.128657,360.353424,230.217626,240.820923,133.692812,195.246525,253.079664,108.504044,62.0271,350.619067,134.932653,481.831936,512.930983,219.912612,199.877318,321.12124,224.96417,391.806635,92.90666,113.361172,369.24586,404.037301,245.087526,106.692642,47.411977,289.086126
2021-03-08,170.936558,34.033709,406.135192,266.299224,163.170903,423.694645,233.219102,341.531394,64.69577,338.751861,319.724311,446.423177,435.357809,385.416021,156.35615,426.191981,125.892493,376.75212,75.150902,315.371172,334.054037,291.298004,46.757054,301.49347,381.496918,362.31275,228.103009,243.571548,134.051938,194.433132,252.946305,109.563715,62.714998,362.135234,134.645291,491.446253,517.835259,221.668169,201.344346,322.312622,226.961712,396.069292,94.576479,115.949664,373.741632,402.564142,242.704097,108.552287,48.276896,283.362236
2021-03-09,168.076562,34.052255,414.167927,259.25885,162.876536,414.778555,234.728876,349.309775,64.264354,336.926121,316.170827,444.990919,436.50051,382.95413,158.508636,423.288455,124.318375,376.704035,74.551337,310.802276,330.547327,290.783689,46.157572,307.094742,383.280939,361.254156,224.265509,242.712806,135.295101,192.219915,254.465033,108.331123,62.070396,367.37183,134.678006,484.974272,532.579228,225.419093,200.34468,321.857745,225.364957,394.850771,93.195167,116.804345,373.81562,399.72109,246.344394,108.06264,48.553738,285.693779
2021-03-10,174.9916,34.653911,427.370732,268.304603,165.322369,412.770564,236.60992,353.119407,65.806645,338.571272,318.439752,454.944009,437.450184,385.373219,160.209029,435.910183,124.435091,384.955,75.648863,311.46716,340.034569,299.250248,46.744839,314.38886,383.73378,357.149297,227.547653,247.759363,136.478695,196.113602,256.978232,110.269484,62.959167,365.146389,136.03679,487.690543,538.829472,226.993129,203.28676,326.542622,228.824132,392.2635,96.16464,117.991284,381.019738,400.998368,255.066309,111.284982,49.834196,290.093496
2021-03-11,175.456363,34.369941,433.568719,272.020659,165.433842,418.132429,237.751672,360.543135,66.336943,337.778072,323.801097,456.552385,444.77005,389.901068,162.094725,436.59583,122.293628,388.919407,76.320487,323.545379,336.738536,299.911041,46.952618,318.557753,383.130509,353.914462,227.090132,245.825457,135.859386,199.117429,265.364923,110.457409,63.093217,365.775386,136.168692,495.309202,554.353647,229.163379,203.30098,327.737158,227.864367,391.842853,94.150915,117.828693,381.518863,404.754215,262.770086,111.369166,49.765499,294.332669
2021-03-12,176.246218,33.663648,438.698386,270.587883,165.97739,421.958911,237.013934,369.196254,66.768999,338.832516,319.489679,456.5036,441.098962,388.313318,162.085948,438.031401,121.583313,388.065264,76.20541,321.364072,339.106119,299.73186,48.237745,323.778104,386.843629,358.135564,224.669307,246.042849,135.417812,194.441772,265.394934,111.682288,63.356283,362.670417,137.383319,496.658644,559.597275,229.58049,207.805294,333.253011,226.868592,389.699123,96.263539,117.042757,382.720706,403.321658,261.111778,113.505611,50.443948,300.678893
2021-03-15,176.411454,33.079582,438.221072,268.60235,167.978537,406.668659,238.846807,370.399051,66.879687,336.589907,323.487361,459.209625,442.096066,390.426729,165.631618,439.023319,125.112952,388.353052,76.037246,324.024028,339.32757,303.319473,48.286296,316.131133,390.118458,361.286932,219.610296,245.279589,134.322309,196.593687,263.302722,112.422485,63.425884,362.716101,137.318291,495.248677,571.544394,231.985006,207.203524,331.567799,229.759681,379.137369,96.617731,116.874542,388.114216,403.715946,258.659143,117.947777,50.731053,298.710605
2021-03-16,172.083323,32.286947,416.787868,271.32575,166.258322,383.645669,238.664119,367.358025,65.892111,329.730734,323.464786,450.837689,438.470312,376.630979,160.0548,436.978908,123.821325,384.121433,73.789415,322.339027,337.567593,297.586626,47.432642,313.102019,385.714406,351.725117,213.768071,240.323447,133.100322,194.776542,255.234492,112.001753,61.911909,360.043748,135.333634,477.449029,568.367805,228.037444,204.078803,329.558151,224.907818,375.113177,94.530554,115.773726,379.200988,388.38708,256.315424,115.538148,49.276339,298.550697
